title,salary,city,raw_text
数据分析师（1-3年经验）,12-14K,北京·昌平区·百善,"数据分析师（1-3年经验）
-K
1-3年
本科
乐普医疗集团
北京·昌平区·百善"
数据分析师,16-28K,北京·大兴区·亦庄,"数据分析师
-K
3-5年
本科
北京中企动力跨境...
北京·大兴区·亦庄"
数据分析师10148,12-18K,北京·通州区·果园,"数据分析师10148
-K
3-5年
本科
乐成集团
北京·通州区·果园"
数据分析师,12-13K,上海韵舟国际物流,"数据分析师
-K
1-3年
本科
上海韵舟国际物流
北京·海淀区·上地"
数据分析师,13-18K,未知,"数据分析师
-K
3-5年
本科
北京钧天科技有限公司
北京·西城区·德胜门"
数据分析师,15-25K,北京·朝阳区·望京,"数据分析师
-K
5-10年
本科
迈志科技
北京·朝阳区·望京"
审计数据分析师,15-25K,未知,"审计数据分析师
-K
5-10年
本科
北京中友金审科技...
北京·西城区·金融街"
数据分析师,10-15K,未知,"数据分析师
-K
1-3年
本科
霏洛数据
北京·东城区·什刹海"
数据分析师（工作地郑州）,10-15K,未知,"数据分析师（工作地郑州）
-K
1-3年
本科
中科聚信
北京·海淀区·北下关"
高级数据分析师,15-30K,未知,"高级数据分析师
-K·薪
3-5年
本科
枫悦互动
北京·东城区·雍和宫"
人力资源招聘行业-数据分析师-20-30k-望京,20-30K,未知,"人力资源招聘行业-数据分析师-20-30k-望京
-K
5-10年
本科
百融睿达
北京·朝阳区·太阳宫"
数据分析师,15-20K,北京·朝阳区·望京,"数据分析师
-K·薪
3-5年
本科
同程旅行
北京·朝阳区·望京"
数据分析师,25-35K,北京·朝阳区·朝外,"数据分析师
-K·薪
3-5年
本科
德润星空
北京·朝阳区·朝外"
数据分析师-26年校招(A228735),15-30K,北京·朝阳区·工体,"数据分析师-26年校招(A228735)
-K
经验不限
本科
爱奇艺
北京·朝阳区·工体"
数据分析师（双休五险一金）,56K,深圳市盟迪奥,"数据分析师（双休五险一金）
-K
3-5年
大专
深圳市盟迪奥
深圳·龙岗区·大运"
数据分析师（物流供应链方向）,12-24K,未知,"数据分析师（物流供应链方向）
-K·薪
1-3年
本科
拼多多集团-PDD
深圳·南山区·科技园"
数据分析师（BI）,12-20K,深圳市榜样教育科技,"数据分析师（BI）
-K
3-5年
本科
深圳市榜样教育科技
深圳·龙岗区·平湖"
大数据数据分析师,15-25K,未知,"大数据数据分析师
-K
5-10年
本科
拓必达科技
深圳·盐田区·沙头角"
数据分析师,10-11K,深圳·宝安区·福永,"数据分析师
-K
1-3年
本科
清泉物流
深圳·宝安区·福永"
数据科学家-偏数据分析,35-65K,深圳,"数据科学家-偏数据分析
-K·薪
5-10年
本科
某中型电子商务母婴科技公司
深圳"
中级数据分析师,10-14K,未知,"中级数据分析师
-K
3-5年
大专
星普云
深圳·福田区·会展中心"
海外仓数据分析师,12-20K,深圳易可达科技,"海外仓数据分析师
-K
3-5年
本科
深圳易可达科技
深圳·龙岗区·坂田"
助理数据分析师 (双休+五险一金),8-12K,深圳,"助理数据分析师 (双休+五险一金)
-K
1-3年
本科
深圳市帝佳润软件技术
深圳"
数据分析,10-12K,深圳中升雷克萨斯,"数据分析
-K
1-3年
大专
深圳中升雷克萨斯
深圳·南山区·西丽"
跨境电商数据分析师（双休 近地铁 ）,6-10K,深圳·宝安区·固戍,"跨境电商数据分析师（双休 近地铁 ）
-K
1年以内
本科
斯诺格科技
深圳·宝安区·固戍"
数据分析师,4-7K,深圳·宝安区·福永,"数据分析师
-K
1-3年
大专
瓯源科技
深圳·宝安区·福永"
跨境电商数据分析师,15-20K,深圳·龙岗区·坂田,"跨境电商数据分析师
-K·薪
5-10年
大专
网一长意
深圳·龙岗区·坂田"
用户增长数据分析师,18-28K,深圳·龙华区·民治,"用户增长数据分析师
-K·薪
1-3年
本科
美团
深圳·龙华区·民治"
数据分析师-跨境电商,11-22K,深圳·龙华区·民治,"数据分析师-跨境电商
-K
3-5年
大专
飞铭达
深圳·龙华区·民治"
数据分析师,30-40K,未知,"数据分析师
-K
3-5年
本科
宇欣文化
深圳·南山区·科技园"
数据分析师,18-22K,深圳·福田区·梅林,"数据分析师
-K·薪
3-5年
本科
货拉拉科技
深圳·福田区·梅林"
数据分析师,20-30K,深圳梦捕星辰科技,"数据分析师
-K·薪
5-10年
本科
深圳梦捕星辰科技
深圳·宝安区·西乡"
数据分析-双休-面试快,10-15K,深圳·龙岗区·坂田,"数据分析-双休-面试快
-K
1-3年
本科
软通动力
深圳·龙岗区·坂田"
数据分析师（游戏）,15-25K,深圳,"数据分析师（游戏）
-K·薪
1-3年
本科
广州某中型移动互联网公司
深圳"
高级数据分析师（B2B国际市场 医疗健康行业,20-30K,深圳,"高级数据分析师（B2B国际市场 医疗健康行业
-K
3-5年
本科
某中型医疗器械公司
深圳"
数据分析师（京东/天猫）,10-15K,深圳·宝安区·石岩,"数据分析师（京东/天猫）
-K
1-3年
本科
安吉尔
深圳·宝安区·石岩"
经营数据分析师（餐饮）,18-35K,深圳·宝安区·西乡,"经营数据分析师（餐饮）
-K
5-10年
大专
醉得意
深圳·宝安区·西乡"
IT数据分析师,12-18K,深圳·龙华区·龙华,"IT数据分析师
-K
3-5年
大专
爱司科技
深圳·龙华区·龙华"
数据分析师 - 语音助手方向 (Android TV),25-35K,深圳,"数据分析师 - 语音助手方向 (Android TV)
-K
5-10年
本科
某大型互联网OTO平台公司
深圳"
数据分析师\大厂双休,15-25K,深圳,"数据分析师\大厂双休
-K
3-5年
本科
某大型国际移动出行平台公司
深圳"
python数据分析师(金融行业),10-15K,深圳,"python数据分析师(金融行业)
-K·薪
1-3年
本科
鲸驰寰宇
深圳"
数据分析师-AB test经验,14-27K,深圳·宝安区·西乡,"数据分析师-AB test经验
-K
5-10年
本科
德科信息有限公司
深圳·宝安区·西乡"
亚马逊需求计划专员/数据分析师/pmc专员,10-15K,深圳,"亚马逊需求计划专员/数据分析师/pmc专员
-K
1-3年
本科
粤易科技
深圳"
数据分析师（海外游戏广告投放方向）,10-15K,深圳·南山区·前海,"数据分析师（海外游戏广告投放方向）
-K
1-3年
大专
贪玩游戏
深圳·南山区·前海"
数据分析师,8-12K,深圳·龙岗区·坂田,"数据分析师
-K
1年以内
本科
巨鸣网络
深圳·龙岗区·坂田"
高级数据分析师-成本方向(深圳),35-65K,未知,"高级数据分析师-成本方向(深圳)
-K·薪
3-5年
本科
腾讯
深圳·南山区·科技园"
数据分析专员,8-12K,深圳,"数据分析专员
-K
1-3年
大专
方子文化
深圳"
oppo-数据分析师,20-40K,未知,"oppo-数据分析师
-K·薪
3-5年
本科
OPPO
深圳·南山区·科技园"
数据分析师（自研、双休）,17-30K,深圳·福田区·梅林,"数据分析师（自研、双休）
-K
3-5年
本科
立创商城
深圳·福田区·梅林"
数据分析,25-30K,深圳·龙华区·民治,"数据分析
-K·薪
1-3年
本科
艾麦物流
深圳·龙华区·民治"
数据分析师,10-11K,深圳市七空间网络,"数据分析师
-K·薪
1-3年
本科
深圳市七空间网络
深圳·宝安区·西乡"
跨境电商数据分析师 （双休）,11-20K,深圳,"跨境电商数据分析师 （双休）
-K
5-10年
大专
前海和盛
深圳"
数据分析师 / BI 负责人,10-15K,深圳,"数据分析师 / BI 负责人
-K
3-5年
本科
深圳聪石科技有限公司
深圳"
人力资源数据分析师,15-25K,深圳·龙岗区·岗头,"人力资源数据分析师
-K
5-10年
本科
几素科技
深圳·龙岗区·岗头"
数据分析师,8-10K,深圳市骏珑跨境贸易,"数据分析师
-K
1-3年
大专
深圳市骏珑跨境贸易
深圳·龙岗区·坂田"
数据分析师（约面快+长期稳定）,14-19K,深圳·罗湖区·东门,"数据分析师（约面快+长期稳定）
-K
5-10年
本科
长亮科技
深圳·罗湖区·东门"
支付数据分析师,20-30K,深圳零距信息科技,"支付数据分析师
-K
3-5年
本科
深圳零距信息科技
深圳·宝安区·西乡"
数据分析师（固定资产投资方向）,8-13K,深圳·龙岗区·南联,"数据分析师（固定资产投资方向）
-K
1-3年
本科
前海数据
深圳·龙岗区·南联"
海外业务数据分析师,20-40K,深圳,"海外业务数据分析师
-K
5-10年
本科
某大型知名移动互联网公司
深圳"
python数据分析师,8-11K,未知,"python数据分析师
-K
1-3年
本科
上海启宇科技有限公司
深圳·福田区·车公庙"
数据分析师,13-25K,未知,"数据分析师
-K
1-3年
本科
跨越速运
深圳·宝安区·宝安机场"
数据分析师（双休不调休）,15-30K,未知,"数据分析师（双休不调休）
-K·薪
1-3年
本科
深圳市凌豪量化数...
深圳·南山区·科技园"
数据分析师,8-9K,未知,"数据分析师
-K
1-3年
本科
乐达高志
深圳·福田区·车公庙"
数据分析总监,4-5K,深圳·龙华区·民治,"数据分析总监
-K
5-10年
本科
许昌龙祁
深圳·龙华区·民治"
深圳—数据分析师（推荐策略）,35-55K,未知,"深圳—数据分析师（推荐策略）
-K·薪
1-3年
本科
SHEIN
深圳·南山区·科技园"
资深数据分析师,15-30K,未知,"资深数据分析师
-K·薪
3-5年
本科
必凡娱乐
深圳·南山区·科技园"
数据分析师（双休早九晚六）,11-12K,深圳·龙华区·龙华,"数据分析师（双休早九晚六）
-K·薪
3-5年
本科
深圳市鸿源瑞投资企业
深圳·龙华区·龙华"
数据分析,7-8K,深圳市顶级视频设备,"数据分析
-K
1-3年
本科
深圳市顶级视频设备
深圳·龙华区·龙华"
数据分析师,12-17K,深圳西之月网络科技,"数据分析师
-K
3-5年
大专
深圳西之月网络科技
深圳·龙岗区·坂田"
Smart BI数据分析师 (工作地点：深圳),8-10K,深圳·龙岗区·坂田,"Smart BI数据分析师 (工作地点：深圳)
-K
1-3年
大专
光点科技
深圳·龙岗区·坂田"
数据分析师,12-20K,深圳·宝安区·西乡,"数据分析师
-K
3-5年
大专
广益鹏
深圳·宝安区·西乡"
数据分析师(海外仓),13-17K,未知,"数据分析师(海外仓)
-K·薪
5-10年
本科
开仓了
深圳·南山区·科技园"
高级数据分析师,30-60K,深圳·南山区·蛇口,"高级数据分析师
-K·薪
5-10年
本科
大宇无限
深圳·南山区·蛇口"
数据录入/数据分析,6-10K,深圳·宝安区·西乡,"数据录入/数据分析
-K
1-3年
本科
杭州瑞扬建筑工程设计
深圳·宝安区·西乡"
产业数据分析师,10-15K,深圳,"产业数据分析师
-K
3-5年
本科
深圳中科新工数字技术
深圳"
数据分析师,15-20K,深圳·罗湖区·东门,"数据分析师
-K
5-10年
本科
永旺资讯
深圳·罗湖区·东门"
数据分析师,12-20K,深圳·龙华区·民治,"数据分析师
-K
1-3年
大专
科汇兴科技有限公司
深圳·龙华区·民治"
高级数据分析师 & 数据分析专家,20-30K,深圳市开颜医疗器械,"高级数据分析师 & 数据分析专家
-K
5-10年
本科
深圳市开颜医疗器械
深圳"
数据分析师,10-15K,未知,"数据分析师
-K
3-5年
本科
德瑞时尚集团
深圳·南山区·科技园"
汽车销售数据分析,17-25K,深圳,"汽车销售数据分析
-K
3-5年
本科
某知名制造上市公司
深圳"
数据分析师/商业分析,12-18K,深圳·龙岗区·横岗,"数据分析师/商业分析
-K
3-5年
本科
深圳三可药业有限公司
深圳·龙岗区·横岗"
数据分析师--双休,8-10K,深圳·宝安区·福永,"数据分析师--双休
-K
3-5年
本科
亚信电竞
深圳·宝安区·福永"
数据分析师（公安行业）,13-23K,深圳·宝安区·西乡,"数据分析师（公安行业）
-K
3-5年
本科
安数
深圳·宝安区·西乡"
数据分析师（保险方向）,15-25K,深圳,"数据分析师（保险方向）
-K·薪
3-5年
本科
某大型互联网保险平台公司
深圳"
数据分析师（财务方向）,15-25K,深圳·龙华区·民治,"数据分析师（财务方向）
-K·薪
3-5年
本科
李森
深圳·龙华区·民治"
高级数据分析师(J10084),18-35K,未知,"高级数据分析师(J10084)
-K
5-10年
本科
速境生活科技
深圳·南山区·科技园"
数据分析师,8-12K,深圳·宝安区·西乡,"数据分析师
-K
3-5年
大专
八尺龙建设有限公司
深圳·宝安区·西乡"
数据分析师,15-20K,未知,"数据分析师
-K
5-10年
本科
维恩贝特
深圳·罗湖区·万象城"
资深数据分析师,25-50K,未知,"资深数据分析师
-K·薪
5-10年
本科
阿里巴巴集团
深圳·南山区·海岸城"
交易数据分析师,20-35K,深圳灵动,"交易数据分析师
-K
3-5年
本科
深圳灵动
深圳·南山区·后海"
数据分析师,10-15K,深圳市宽泊创想科技,"数据分析师
-K·薪
1-3年
本科
深圳市宽泊创想科技
深圳"
数据分析师,14-22K,深圳·光明区·光明,"数据分析师
-K
5-10年
本科
启高科技
深圳·光明区·光明"
数据分析师,25-35K,深圳,"数据分析师
-K
3-5年
本科
某大型智能硬件公司
深圳"
数据分析师,10-15K,深圳·龙华区·龙华,"数据分析师
-K
1-3年
大专
海目星激光
深圳·龙华区·龙华"
数据分析师,25-30K,深圳,"数据分析师
-K
10年以上
本科
某大型智能硬件公司
深圳"
数据分析师（外聘）,28-35K,未知,"数据分析师（外聘）
-K
5-10年
本科
维沃移动通信有限公司
深圳·宝安区·宝安中心区"
数据分析师,15-20K,深圳·龙岗区·坂田,"数据分析师
-K
3-5年
本科
梵高先生
深圳·龙岗区·坂田"
数据分析师,15-25K,深圳·龙华区·民治,"数据分析师
-K
1-3年
本科
深圳市五拾纪电子商务
深圳·龙华区·民治"
数据分析师,15-28K,深圳·宝安区·新安,"数据分析师
-K
3-5年
本科
千域时代
深圳·宝安区·新安"
数据分析师,25-30K,深圳,"数据分析师
-K·薪
5-10年
本科
深圳某大型家具/家电/家居公司
深圳"
数据分析,7-12K,未知,"数据分析
-K
1-3年
本科
CHLOSIO
深圳·福田区·车公庙"
双休跨境数据分析师（选品方向）,9-14K,深圳·龙华区·民治,"双休跨境数据分析师（选品方向）
-K
1-3年
本科
东舟科技
深圳·龙华区·民治"
高级数据分析师,15-25K,深圳·龙岗区·坂田,"高级数据分析师
-K
5-10年
本科
智汇创想
深圳·龙岗区·坂田"
抖音数据分析师,10-15K,深圳·宝安区·西乡,"抖音数据分析师
-K
1-3年
大专
新全汉
深圳·宝安区·西乡"
数据分析师,25-35K,深圳·南山区·南头,"数据分析师
-K
3-5年
本科
TCL实业
深圳·南山区·南头"
跨境电商高级数据分析师,20-30K,深圳惟高智能科技,"跨境电商高级数据分析师
-K·薪
5-10年
本科
深圳惟高智能科技
深圳·龙岗区·坂田"
新媒体数据分析师（双休/15薪）,15-25K,未知,"新媒体数据分析师（双休/15薪）
-K·薪
1-3年
本科
转转集团
深圳·福田区·车公庙"
数据分析师（买量投放）,25-40K,深圳,"数据分析师（买量投放）
-K
3-5年
本科
某大型通信及云网技术公司
深圳"
高级数据分析师（跨境双休大平台）,15-22K,深圳·龙岗区·坂田,"高级数据分析师（跨境双休大平台）
-K
1-3年
本科
亚飞电商
深圳·龙岗区·坂田"
高级数据分析师,20-30K,深圳·宝安区·西乡,"高级数据分析师
-K
5-10年
本科
万师傅
深圳·宝安区·西乡"
亚马逊数据分析师,7-10K,深圳·龙华区·民治,"亚马逊数据分析师
-K·薪
1-3年
大专
盖亚拓扑
深圳·龙华区·民治"
数据分析师,15-25K,深圳·龙华区·民治,"数据分析师
-K·薪
1-3年
本科
雷特科技
深圳·龙华区·民治"
跨境电商数据分析师,10-13K,广州比心新材料,"跨境电商数据分析师
-K
3-5年
本科
广州比心新材料
深圳·南山区·科技园"
数据分析师（电商消费类）,15-30K,深圳,"数据分析师（电商消费类）
-K
3-5年
本科
某大型智能硬件公司
深圳"
法律数据分析师,7-12K,深圳·宝安区·西乡,"法律数据分析师
-K·薪
1年以内
本科
华篆律所
深圳·宝安区·西乡"
数据分析师（影像/手机方向）,19-30K,深圳·宝安区·西乡,"数据分析师（影像/手机方向）
-K
3-5年
本科
芯知科技
深圳·宝安区·西乡"
数据分析师(海外游戏广告投放方向),10-15K,深圳·龙岗区·坂田,"数据分析师(海外游戏广告投放方向)
-K
1-3年
学历不限
焕新
深圳·龙岗区·坂田"
数据分析师,7-9K,杭州·滨江区·长河,"数据分析师
-K
1-3年
本科
北京外企德科人力...
杭州·滨江区·长河"
数据分析师·,8-13K,未知,"数据分析师·
-K
1年以内
本科
中农科技
杭州·钱塘区·工业园南"
数据分析师,10-15K,杭州·滨江区·长河,"数据分析师
-K
1-3年
大专
鹏智宏创
杭州·滨江区·长河"
行业数据分析师（可兼职可全职）,12-24K,杭州·余杭区·西溪,"行业数据分析师（可兼职可全职）
-K
5-10年
本科
智篆商业
杭州·余杭区·西溪"
资深数据分析师,30-35K,杭州,"资深数据分析师
-K
3-5年
本科
某大型互联网OTO平台公司
杭州"
杭州-数据分析,12-13K,杭州-数据分析,"杭州-数据分析
-K
3-5年
大专
比善数据
杭州·滨江区·长河"
数据分析师,25-50K,杭州,"数据分析师
-K
5-10年
本科
某大型互联网上市公司
杭州"
数据分析师,8-13K,未知,"数据分析师
-K
3-5年
本科
飞函科技
杭州·上城区·钱江新城"
数据分析统计员,5-8K,未知,"数据分析统计员
-K
1-3年
大专
甜甜龙小妹
杭州·钱塘区·和达东东城"
阿里巴巴-数据分析师-杭州,20-40K,杭州·余杭区·仓前,"阿里巴巴-数据分析师-杭州
-K·薪
1年以内
本科
阿里巴巴集团
杭州·余杭区·仓前"
数据分析师,11-22K,杭州·余杭区·仓前,"数据分析师
-K
3-5年
本科
AskTable
杭州·余杭区·仓前"
数据分析(可接受25届同学),12-18K,杭州·滨江区·长河,"数据分析(可接受25届同学)
-K·薪
1-3年
本科
汉堂
杭州·滨江区·长河"
链上数据分析师,10-15K,杭州阿久文化传媒,"链上数据分析师
-K
3-5年
大专
杭州阿久文化传媒
杭州"
高级数据分析专家（后台）,40-70K,杭州海浪网络科技,"高级数据分析专家（后台）
-K·薪
5-10年
本科
杭州海浪网络科技
杭州"
经营数据分析师,20-28K,杭州·滨江区·长河,"经营数据分析师
-K·薪
3-5年
本科
椰子壳
杭州·滨江区·长河"
数据分析师,8-12K,杭州,"数据分析师
-K
3-5年
本科
匡氏纺织
杭州"
数据分析师,20-35K,杭州·滨江区·长河,"数据分析师
-K
1-3年
本科
阿里巴巴集团
杭州·滨江区·长河"
服装数据分析师,10-14K,杭州·临平区·乔司,"服装数据分析师
-K
1-3年
大专
湖南天逸品牌管理
杭州·临平区·乔司"
数据分析师【短剧】,18-25K,杭州容量互娱科技,"数据分析师【短剧】
-K
3-5年
大专
杭州容量互娱科技
杭州·西湖区·西溪"
数据分析师,8-10K,武汉,"数据分析师
-K
1年以内
学历不限
湖北楚和文化传媒
武汉"
数据分析,10-15K,武汉·洪山区·南湖,"数据分析
-K
1-3年
大专
滴滴出行
武汉·洪山区·南湖"
数据分析师,8-10K,未知,"数据分析师
-K
1-3年
本科
湖北星空野望
武汉·硚口区·汉正街"
大数据分析师,8-13K,未知,"大数据分析师
-K
1年以内
本科
河南策珏汽车科技
武汉·洪山区·卓刀泉"
数据分析师（实习也可以）,15-20K,武汉·蔡甸区·沌口,"数据分析师（实习也可以）
-K·薪
1-3年
本科
东风汽车
武汉·蔡甸区·沌口"
数据分析,12-17K,武汉·洪山区·关山,"数据分析
-K
3-5年
本科
博彦科技承德有限公司
武汉·洪山区·关山"
数据产品经理（数据分析＋线上面试）,14-17K,未知,"数据产品经理（数据分析＋线上面试）
-K
5-10年
大专
柯莱特集团
武汉·东西湖区·走马岭"
金融数据分析师,11-20K,武汉易点科技,"金融数据分析师
-K
1-3年
学历不限
武汉易点科技
武汉·洪山区·关山"
数据分析统计员【底薪7000+双休+五险一金】,7-12K,武汉游谦文化传媒,"数据分析统计员【底薪7000+双休+五险一金】
-K
1-3年
本科
武汉游谦文化传媒
武汉·洪山区·光谷东"
数据分析师 五险一金 周末双休,7-8K,武汉·汉阳区·四新,"数据分析师 五险一金 周末双休
-K
3-5年
本科
湖北华鼎团膳
武汉·汉阳区·四新"
财经分析师,16-24K,武汉·硚口区·古田,"财经分析师
-K
1-3年
大专
霍邱县尚贤网络工作室
武汉·硚口区·古田"
VBA数据分析师,7-10K,未知,"VBA数据分析师
-K
1-3年
本科
湖北宏琛阳律师事务所
武汉·硚口区·硚口路"
数据分析师（接受无经验+带教培训）,10-15K,未知,"数据分析师（接受无经验+带教培训）
-K·薪
1年以内
本科
宁波谨恒进出口
武汉·武昌区·武珞路"
初中级数据分析师,11-20K,未知,"初中级数据分析师
-K·薪
1-3年
本科
微派
武汉·洪山区·光谷东"
数据分析师（教培方向）双休/六险一金,10-15K,武汉·洪山区·关山,"数据分析师（教培方向）双休/六险一金
-K
1-3年
本科
高途
武汉·洪山区·关山"
数据分析师（熟悉golang）+双休+五险一金,8-13K,未知,"数据分析师（熟悉golang）+双休+五险一金
-K
1-3年
本科
哈哈零兽
武汉·江夏区·藏龙岛"
大数据分析师助理,10-13K,未知,"大数据分析师助理
-K
1-3年
大专
武汉智咻科技有限公司
武汉·硚口区·汉正街"
大数据分析师,8-12K,武汉·洪山区·关山,"大数据分析师
-K
1-3年
本科
安徽顺权汽车科技
武汉·洪山区·关山"
数据分析助理（底线7.5K+绩效+双休）,7-8K,未知,"数据分析助理（底线7.5K+绩效+双休）
-K·薪
1-3年
大专
黑岩企业管理咨询
武汉·武昌区·积玉桥"
数据分析师,5-6K,武汉,"数据分析师
-K·薪
1-3年
大专
京东物流-华中区域
武汉"
数据分析师,6-10K,武汉·江夏区·流芳,"数据分析师
-K
1-3年
大专
华宇扬
武汉·江夏区·流芳"
大数据分析师,12-15K,未知,"大数据分析师
-K
3-5年
本科
云时空智联科技
武汉·武昌区·积玉桥"
跨境电商数据分析师/入职五险一金/年终奖,8-12K,武汉·江夏区·光谷,"跨境电商数据分析师/入职五险一金/年终奖
-K
经验不限
本科
寰球云联
武汉·江夏区·光谷"
数据分析序列工程师岗-武汉,30-45K,武汉,"数据分析序列工程师岗-武汉
-K
5-10年
本科
民生科技有限责任公司
武汉"
电商财务BP/财务分析/数据分析师,8-13K,武汉,"电商财务BP/财务分析/数据分析师
-K
3-5年
本科
万派网络
武汉"
外贸数据分析员,68K,武汉·江夏区·流芳,"外贸数据分析员
-K
5-10年
大专
泰吉亨
武汉·江夏区·流芳"
数据分析师（服饰电商）,5-8K,未知,"数据分析师（服饰电商）
-K
3-5年
大专
煜石电商
武汉·江夏区·武汉东湖高新区"
数据统计分析师（六险一金）,10-15K,未知,"数据统计分析师（六险一金）
-K
1-3年
本科
大水云科技
武汉·洪山区·街道口"
动力电池大数据应用分析 (MJ000216),15-26K,未知,"动力电池大数据应用分析 (MJ000216)
-K
3-5年
本科
岚图汽车
武汉·汉阳区·琴断口"
股票公众号数据分析,68K,深圳市酉米投资咨询,"股票公众号数据分析
-K
1-3年
大专
深圳市酉米投资咨询
武汉·江夏区·流芳"
bi数据分析师|双休！！！！,6-8K,武汉·江夏区·流芳,"bi数据分析师|双休！！！！
-K
1年以内
学历不限
湖北方塘科技有限公司
武汉·江夏区·流芳"
数据分析师,15-25K,未知,"数据分析师
-K·薪
3-5年
本科
湖南佳宜企业管理
武汉·武昌区·积玉桥"
急招商品数据分析师12K+五险+早9晚6,12-16K,武汉,"急招商品数据分析师12K+五险+早9晚6
-K
5-10年
学历不限
创行梦
武汉"
双休+入职社保 数据分析师,10-15K,未知,"双休+入职社保 数据分析师
-K
1-3年
本科
动力家族亲子游乐
武汉·洪山区·卓刀泉"
数据分析师,10-11K,武汉泓强大药房公司,"数据分析师
-K
1-3年
学历不限
武汉泓强大药房公司
武汉"
数据分析师（电商方向）,8-13K,未知,"数据分析师（电商方向）
-K
3-5年
大专
桦川电商
武汉·洪山区·珞狮南路"
AI工程师（自动化/数据分析方向）,20-35K,未知,"AI工程师（自动化/数据分析方向）
-K
3-5年
本科
中一科技股份有限公司
武汉·东西湖区·常青"
资深大数据分析师,15-22K,未知,"资深大数据分析师
-K
5-10年
本科
星河智源
武汉·洪山区·光谷东"
数据分析,56K,未知,"数据分析
-K
1年以内
大专
联翰电力
武汉·洪山区·白沙洲"
算法数据分析师,14-20K,武汉·黄陂区·滠口,"算法数据分析师
-K
3-5年
本科
瑞天欣实
武汉·黄陂区·滠口"
数据分析师-在线教育-双休-五险一金,15-30K,武汉·洪山区·关山,"数据分析师-在线教育-双休-五险一金
-K
1-3年
本科
学程思远
武汉·洪山区·关山"
python数据分析师,8-13K,武汉市易亿网络科技,"python数据分析师
-K
3-5年
本科
武汉市易亿网络科技
武汉·武昌区·武泰闸"
业务数据分析负责人,8-12K,武汉云证通商务咨询,"业务数据分析负责人
-K
3-5年
大专
武汉云证通商务咨询
武汉·洪山区·珞珈山"
计划数据分析师,9-14K,武汉·洪山区·南湖,"计划数据分析师
-K
3-5年
本科
易佰网络
武汉·洪山区·南湖"
数据分析,8-13K,未知,"数据分析
-K
3-5年
本科
久久同行
武汉·汉阳区·王家湾"
贷后数据分析师/五险一金/周末双休/9-12K,9-12K,武汉·江夏区·流芳,"贷后数据分析师/五险一金/周末双休/9-12K
-K
1-3年
本科
宇耀煜辉科技有限公司
武汉·江夏区·流芳"
数据分析师,56K,北京思迈特,"数据分析师
-K
1-3年
大专
北京思迈特
武汉·洪山区·厂前"
电商数据分析-外企-不加班-双休,6-7K,广州欢创,"电商数据分析-外企-不加班-双休
-K
1-3年
本科
广州欢创
武汉·武昌区·积玉桥"
BMS大数据应用分析,30-60K,武汉,"BMS大数据应用分析
-K·薪
5-10年
本科
某大型新能源汽车公司
武汉"
舆情分析师,6-9K,武汉,"舆情分析师
-K
1-3年
本科
红海轻舟文化传媒
武汉"
大数据分析助理,10-13K,武汉皓讯网络科技,"大数据分析助理
-K
1-3年
本科
武汉皓讯网络科技
武汉·汉阳区·钟家村"
数据分析（广告）,8-12K,未知,"数据分析（广告）
-K
1-3年
大专
联想利泰
武汉·洪山区·珞狮南路"
数据分析师,10-15K,未知,"数据分析师
-K
5-10年
本科
智配库
武汉·东西湖区·吴家山"
动力电池大数据应用分析,18-30K,武汉,"动力电池大数据应用分析
-K·薪
3-5年
本科
某大型汽车研发/制造上市公司
武汉"
网络安全数据分析师,15-30K,未知,"网络安全数据分析师
-K
5-10年
本科
恒安嘉新
武汉·东西湖区·径河"
股票分析师+双休+到点走,7-8K,武汉·江夏区·流芳,"股票分析师+双休+到点走
-K
3-5年
大专
湖北开景房地产经纪
武汉·江夏区·流芳"
数据分析,20-40K,武汉,"数据分析
-K
5-10年
本科
某中型汽车研发及制造公司
武汉"
数据分析师,15-30K,武汉,"数据分析师
-K
3-5年
本科
某大型工程施工国企公司
武汉"
大数据分析师,20-21K,武汉·洪山区·关山,"大数据分析师
-K
1-3年
硕士
海南闵悦文化传媒
武汉·洪山区·关山"
python数据分析师,10-14K,未知,"python数据分析师
-K
3-5年
大专
微视长信
武汉·汉阳区·王家湾"
数据分析师+双休+五险一金,8-13K,未知,"数据分析师+双休+五险一金
-K
1-3年
本科
联信智融
武汉·江汉区·西北湖"
海外游戏数据分析师,25-50K,未知,"海外游戏数据分析师
-K
5-10年
本科
浙江腾瞬科技有限公司
武汉·洪山区·珞狮南路"
大数据分析专家,30-60K,武汉,"大数据分析专家
-K
5-10年
本科
某大型汽车研发制造公司
武汉"
高级数据分析师 (MJ000249),13-25K,未知,"高级数据分析师 (MJ000249)
-K
5-10年
本科
精臣
武汉·洪山区·珞狮南路"
腾讯系数据分析,7-12K,未知,"腾讯系数据分析
-K
1-3年
大专
朗江号茶业
武汉·洪山区·珞狮南路"
数据分析师,30-50K,武汉·江汉区·常青,"数据分析师
-K·薪
5-10年
本科
京东集团
武汉·江汉区·常青"
大数据需求分析工程师,17-20K,武汉·汉阳区·四新,"大数据需求分析工程师
-K·薪
5-10年
本科
微创光电
武汉·汉阳区·四新"
抖音罗盘数据分析师（海尔直招）,12-18K,武汉星睿创客传媒,"抖音罗盘数据分析师（海尔直招）
-K
1-3年
本科
武汉星睿创客传媒
武汉·江汉区·常青"
